No,Type,LAT,LONG_,Y_PROJ,X_PROJ,IND,Juv,Type1
30,WNC,38.266881,127.147769,4237049.065,337963.53,3,1,F
31,WNC,38.265554,127.135277,4236923.836,336867.661,3,1,F
32,WNC,38.268056,127.137241,4237197.954,337045.0903,3,1,F
33,WNC,38.267823,127.140741,4237165.941,337350.7554,3,1,F
34,WNC,38.269316,127.141013,4237331.144,337377.8913,3,1,F
35,WNC,38.26957,127.129881,4237378.98,336404.5505,3,1,F
36,WNC,38.268955,127.130874,4237308.973,336490.0805,3,1,F
37,WNC,38.275129,127.140765,4237976.723,337369.2015,3,1,F
38,WNC,38.270532,127.140376,4237467.227,337324.9109,2,0,F
39,WNC,38.270064,127.138159,4237419.167,337129.9141,4,2,F
40,WNC,38.267903,127.147588,4237162.805,337949.9319,4,2,F
41,WNC,38.265686,127.14526,4236920.917,337741.3977,4,2,F
42,WNC,38.26584,127.147097,4236934.729,337902.4708,4,2,F
43,WNC,38.249411,127.177609,4235058.61,340535.9821,2,0,F
44,WNC,38.248323,127.177548,4234937.955,340528.2625,2,0,F
45,WNC,38.248605,127.178681,4234967.244,340628.042,2,0,F
46,WNC,38.24272,127.178208,4234315.004,340573.827,2,0,F
47,WNC,38.246271,127.185697,4234696.204,341236.928,2,0,F
48,WNC,38.256969,127.182025,4235889.674,340938.9632,2,0,F
49,WNC,38.258694,127.176626,4236090.43,340470.298,2,0,F
50,WNC,38.259204,127.175848,4236148.393,340403.3575,2,0,F
51,WNC,38.251203,127.171853,4235267.424,340036.2078,3,1,F
52,WNC,38.24381,127.180159,4234432.635,340746.8994,3,1,F
53,WNC,38.240362,127.178296,4234053.23,340576.3918,3,1,F
54,WNC,38.255795,127.129129,4235851.682,336307.8333,4,2,F
55,WNC,38.254754,127.12934,4235735.756,336323.9902,4,2,F
56,WNC,38.253572,127.128765,4235605.635,336270.9763,1,0,N
57,WNC,38.259491,127.127402,4236264.955,336165.0199,1,0,N
58,WNC,38.26242,127.130722,4236584.122,336462.098,3,1,F
59,WNC,38.260973,127.127505,4236429.157,336177.3751,3,1,F
60,WNC,38.259769,127.128455,4236293.929,336257.8105,3,1,F
61,WNC,38.258207,127.127966,4236121.383,336211.5393,3,1,F
62,WNC,38.256615,127.12816,4235944.449,336224.8855,3,1,F
63,WNC,38.249924,127.129938,4235198.784,336365.4608,3,1,F
64,WNC,38.249329,127.129807,4235132.966,336352.6503,2,0,F
65,WNC,38.250236,127.129482,4235234.178,336326.3117,2,0,F
66,WNC,38.252316,127.128208,4235467.316,336219.4769,2,0,F
67,WNC,38.25315,127.128566,4235559.182,336252.662,2,0,F
68,WNC,38.251492,127.124327,4235382.74,335878.0018,2,0,F
69,WNC,38.255723,127.128313,4235845.163,336236.3356,2,0,F
70,WNC,38.250959,127.128287,4235316.541,336223.3542,14,3,N
71,WNC,38.264741,127.120769,4236859.331,335596.548,2,0,F
72,WNC,38.271239,127.118915,4237583.66,335448.9527,2,0,F
73,WNC,38.277827,127.127046,4238300.253,336175.0836,2,1,F
74,WNC,38.270627,127.117552,4237518.159,335328.3589,3,1,F
75,WNC,38.269474,127.122387,4237381.66,335748.6977,3,1,F
76,WNC,38.266456,127.123076,4237045.456,335802.2409,13,0,N
77,WNC,38.267151,127.106854,4237151.498,334384.5659,3,1,F
78,WNC,38.265815,127.106458,4237003.966,334346.8466,3,1,F
79,WNC,38.256291,127.09868,4235961.122,333644.5923,3,1,F
80,WNC,38.258308,127.102928,4236177.246,334020.8983,4,2,F
81,WNC,38.28172,127.181719,4238636.881,340966.1961,1,0,N
82,WNC,38.283185,127.18034,4238801.838,340848.7263,4,2,F
83,WNC,38.283281,127.182205,4238809.252,341012.122,4,2,F
84,WNC,38.282135,127.187356,4238673.181,341460.1239,2,0,F
85,WNC,38.271678,127.188413,4237510.966,341529.8281,2,0,F
86,WNC,38.270883,127.186186,4237426.592,341333.308,2,0,F
87,WNC,38.270947,127.181694,4237441.41,340940.4551,2,0,F
88,WNC,38.270184,127.179305,4237360.829,340729.8303,2,0,F
89,WNC,38.275523,127.183109,4237946.731,341074.2345,2,0,F
90,WNC,38.27565,127.185579,4237956.628,341290.5499,5,0,N
91,WNC,38.281117,127.181933,4238569.565,340983.5284,3,1,F
92,WNC,38.275777,127.181449,4237977.782,340929.5729,4,2,F
93,WNC,38.26888,127.176877,4237220.364,340514.513,4,2,F
94,WNC,38.280195,127.197733,4238440.153,342363.6153,2,0,F
95,WNC,38.280416,127.200778,4238459.482,342630.465,2,0,F
96,WNC,38.271608,127.196511,4237489.36,342238.1643,3,1,F
97,WNC,38.263664,127.191368,4236616.613,341770.9651,1,0,N
98,WNC,38.271163,127.196471,4237440.052,342233.6482,2,0,F
99,WNC,38.262171,127.197197,4236440.988,342277.7042,2,0,F
100,WNC,38.262076,127.193999,4236435.857,341997.6844,2,0,F
101,WNC,38.264013,127.184367,4236667.297,341159.168,2,0,F
102,WNC,38.272053,127.193677,4237543.576,341991.2114,3,1,F
103,WNC,38.264014,127.186713,4236663.42,341364.4317,3,1,F
104,WNC,38.261853,127.185581,4236425.58,341260.673,3,1,F
105,WNC,38.26484,127.191734,4236746.456,341805.5426,4,0,N
106,WNC,38.25771,127.275842,4235814.723,349149.4782,4,2,F
107,WNC,38.25637,127.270041,4235675.482,348639.0524,3,1,F
108,WNC,38.256256,127.276081,4235653.032,349167.3157,2,0,F
109,WNC,38.255955,127.275591,4235620.409,349123.8951,3,1,F
110,WNC,38.253303,127.265744,4235342.241,348256.7296,3,1,F
111,WNC,38.267643,127.273967,4236920.106,349005.99,2,0,F
112,WNC,38.26432,127.278227,4236544.402,349371.7536,2,0,F
113,WNC,38.258639,127.212969,4236022.298,343650.1617,1,1,N
114,WNC,38.257098,127.212748,4235851.674,343627.4923,3,1,F
115,WNC,38.251233,127.216664,4235194.216,343957.5725,3,1,F
116,WNC,38.252468,127.209739,4235342.919,343354.2723,3,1,F
117,WNC,38.256024,127.208044,4235740.418,343213.5323,2,0,F
118,WNC,38.257757,127.213593,4235923.363,343702.8055,2,0,F
119,WNC,38.27067,127.250695,4237294.249,346976.2874,2,0,F
120,WNC,38.276903,127.24873,4237989.147,346817.5418,2,0,F
121,WNC,38.280074,127.248264,4238341.761,346783.3859,2,0,F
122,WNC,38.282448,127.247248,4238606.913,346699.4997,2,0,F
123,WNC,38.28983,127.258671,4239407.268,347714.098,2,0,F
124,WNC,38.286024,127.25649,4238988.521,347515.4194,2,0,F
125,WNC,38.284419,127.25754,4238808.659,347603.8733,2,0,F
126,WNC,38.2889,127.260425,4239301.148,347865.5688,2,0,F
127,WNC,38.286135,127.263968,4238988.525,348169.6823,2,0,F
128,WNC,38.275502,127.260605,4237814.036,347853.3886,2,0,F
129,WNC,38.271819,127.261931,4237403.15,347961.6834,2,0,F
130,WNC,38.268416,127.257052,4237033.641,347527.7716,3,1,F
131,WNC,38.273014,127.250295,4237555.044,346946.2158,3,1,F
132,WNC,38.275638,127.264253,4237823.172,348172.7512,3,1,F
133,WNC,38.270739,127.261059,4237284.764,347883.1452,3,1,F
134,WNC,38.269834,127.260028,4237186.096,347791.0958,4,1,N
135,WNC,38.284992,127.261459,4238865.763,347947.8355,3,1,F
136,WNC,38.284289,127.258365,4238792.859,347675.7737,4,0,N
137,WNC,38.29061,127.256392,4239497.559,347516.4452,2,0,F
138,WNC,38.291668,127.250247,4239625.109,346981.2084,2,0,F
139,WNC,38.292826,127.251337,4239751.859,347079.0084,2,0,F
140,WNC,38.293112,127.251458,4239783.35,347090.1938,2,0,F
141,WNC,38.293635,127.250629,4239842.765,347018.7871,2,0,F
142,WNC,38.297996,127.248504,4240330.237,346842.0537,3,1,F
143,WNC,38.296473,127.247878,4240162.255,346784.1654,3,1,F
144,WNC,38.291696,127.2438,4239638.953,346417.4152,3,1,F
145,WNC,38.289494,127.249036,4239385.894,346870.7379,3,1,F
146,WNC,38.285861,127.247564,4238985.155,346734.3238,3,1,F
147,WNC,38.28548,127.24621,4238945.077,346615.1233,4,2,F
148,WNC,38.29725,127.247898,4240248.476,346787.5101,4,2,F
149,WNC,38.286468,127.247098,4239053.311,346694.906,7,0,N
150,WNC,38.29305,127.244991,4239787.187,346524.4506,1,0,N
151,WNC,38.294685,127.257399,4239948.118,347613.0559,2,0,F
152,WNC,38.292289,127.255137,4239685.942,347410.2225,2,0,F
153,WNC,38.292004,127.255683,4239653.383,347457.3668,2,0,F
154,WNC,38.300272,127.265359,4240554.978,348320.8315,2,0,F
155,WNC,38.290678,127.275187,4239474.294,349160.3753,2,0,F
156,WNC,38.287155,127.268156,4239094.78,348538.1066,3,1,F
157,WNC,38.285124,127.266318,4238872.409,348373.1331,3,1,F
158,WNC,38.294019,127.256793,4239875.165,347558.6736,3,1,F
159,WNC,38.296766,127.264997,4240166.55,348281.8827,3,1,F
160,WNC,38.294086,127.266151,4239867.217,348377.1954,6,0,N
161,WNC,38.294531,127.268152,4239913.3,348553.0876,10,2,N
162,WNC,38.288077,127.2744,4239186.873,349086.1509,4,2,F
163,WNC,38.286599,127.2666,4239035.66,348400.8695,1,0,N
164,WNC,38.266754,127.252991,4236855.854,347168.9317,2,0,F
165,WNC,38.264066,127.251795,4236559.557,347058.728,2,0,F
166,WNC,38.260532,127.25034,4236169.833,346924.0019,1,0,N
167,WNC,38.25464,127.243711,4235526.936,346331.5726,1,0,N
168,WNC,38.261124,127.252926,4236231.196,347151.4431,2,0,F
169,WNC,38.261112,127.253724,4236228.562,347221.2983,2,0,F
170,WNC,38.260131,127.253985,4236119.304,347242.0374,2,0,F
171,WNC,38.259494,127.251167,4236053.282,346994.177,2,0,F
172,WNC,38.258684,127.251965,4235962.091,347062.2996,2,0,F
173,WNC,38.259288,127.253447,4236026.604,347193.197,11,0,N
174,WNC,38.253963,127.241352,4235455.804,346123.6812,11,0,N
175,WNC,38.257179,127.24108,4235813.142,346106.7202,8,0,N
176,WNC,38.255085,127.241979,4235579.273,346180.8998,30,0,N
177,WNC,38.265252,127.251593,4236691.507,347043.5097,3,1,F
178,WNC,38.264363,127.250271,4236595.07,346925.957,3,1,F
179,WNC,38.256685,127.235014,4235768.358,345574.8953,3,1,F
180,WNC,38.255032,127.243445,4235570.952,346309.0969,3,1,F
181,WNC,38.255635,127.241712,4235640.727,346158.7723,3,1,F
182,WNC,38.265651,127.251782,4236735.475,347060.8931,4,2,F
183,WNC,38.280819,127.231383,4238452.605,345308.3481,2,0,F
184,WNC,38.276468,127.231487,4237969.558,345308.2679,2,0,F
185,WNC,38.267491,127.237489,4236963.356,345814.2592,2,0,F
186,WNC,38.265552,127.239582,4236744.747,345993.2828,3,1,F
187,WNC,38.263434,127.236012,4236515.633,345676.4658,3,1,F
188,WNC,38.265987,127.23647,4236798.141,345721.9816,3,1,F
189,WNC,38.266118,127.242095,4236803.359,346214.3563,2,0,F
190,WNC,38.266792,127.235836,4236888.634,345668.2358,2,0,F
191,WNC,38.265577,127.231051,4236761.741,345247.0265,2,0,F
192,WNC,38.262523,127.237584,4236411.906,345812.109,2,0,F
193,WNC,38.263778,127.236347,4236553.254,345706.5229,2,0,F
194,WNC,38.274604,127.249543,4237732.645,346883.7947,3,1,F
195,WNC,38.276301,127.225038,4237961.886,344743.7645,3,1,F
196,WNC,38.277193,127.226359,4238058.605,344861.2081,5,0,N
197,WNC,38.269038,127.230118,4237147.375,345172.7114,6,0,N
198,WNC,38.264365,127.236837,4236617.574,345750.6348,7,0,N
199,WNC,38.263272,127.237017,4236495.97,345764.0865,13,0,N
200,WNC,38.278245,127.246782,4238141.309,346649.9474,2,0,F
201,WNC,38.2754,127.247671,4237824.104,346721.7113,2,0,F
202,WNC,38.272531,127.248282,4237504.783,346769.0955,4,2,F
203,WNC,38.271398,127.249202,4237377.471,346847.2094,3,1,F
204,WNC,38.270048,127.249538,4237227.088,346873.8065,3,1,F
205,WNC,38.290309,127.240402,4239490.679,346117.3515,2,0,F
206,WNC,38.283895,127.24241,4238775.509,346279.4346,2,0,F
207,WNC,38.281356,127.239971,4238497.796,346060.686,2,0,F
208,WNC,38.283305,127.231524,4238728.268,345326.0345,2,0,F
209,WNC,38.259288,127.253447,4236026.604,347193.197,11,0,N
210,WNC,38.284824,127.229508,4238900.138,345152.8652,2,0,F
211,WNC,38.288723,127.227012,4239337.037,344942.8386,7,0,N
212,WNC,38.304484,127.233792,4241074.648,345569.3154,4,2,F
213,WNC,38.300879,127.239338,4240665.336,346046.6512,2,1,F
214,WNC,38.298508,127.236046,4240407.732,345753.7422,2,0,F
215,WNC,38.297066,127.237691,4240244.972,345894.484,2,0,F
216,WNC,38.284843,127.244797,4238876.745,346490.2333,2,0,F
217,WNC,38.286765,127.244187,4239091.048,346440.8875,4,2,F
218,WNC,38.296407,127.234782,4240176.669,345638.7584,2,0,F
219,WNC,38.294124,127.235776,4239921.73,345720.8003,3,1,F
220,WNC,38.290608,127.24331,4239519.013,346372.2903,3,1,F
221,WNC,38.297247,127.235319,4240269.052,345687.4258,1,0,N
222,WNC,38.289955,127.223952,4239478.896,344677.8249,1,0,N
223,WNC,38.284096,127.234425,4238811.16,345581.4059,1,0,N
224,WNC,38.296883,127.243276,4240215.404,346382.583,19,0,N
225,WNC,38.285743,127.245869,4238974.898,346585.867,4,0,N
226,WNC,38.291306,127.223914,4239628.908,344677.401,29,0,N
227,WNC,38.284686,127.243798,4238860.998,346402.4765,18,0,N
228,WNC,38.285061,127.202816,4238971.542,342818.6924,2,0,F
229,WNC,38.287946,127.203166,4239291.019,342855.5857,3,1,F
230,WNC,38.279256,127.211102,4238313.268,343530.9762,1,0,N
231,WNC,38.299499,127.224044,4240537.862,344706.2283,2,0,F
232,WNC,38.291884,127.219239,4239700.916,344269.7506,2,0,F
233,WNC,38.287269,127.212593,4239199.996,343678.5978,2,0,F
234,WNC,38.287946,127.212976,4239274.49,343713.5687,3,1,F
235,WNC,38.285664,127.212784,4239021.55,343691.9302,3,1,F
236,WNC,38.271636,127.209922,4237469.632,343411.4159,2,0,F
237,WNC,38.267554,127.206231,4237022.943,343079.7784,3,1,F
238,WNC,38.264759,127.21021,4236706.098,343421.8678,3,1,F
239,WNC,38.267312,127.204746,4236998.62,342949.3147,2,0,F
240,WNC,38.267026,127.20186,4236971.805,342696.1681,2,0,F
241,WNC,38.278154,127.212897,4238188.002,343685.6708,2,0,F
242,WNC,38.272186,127.209024,4237532.265,343334.0706,2,0,F
243,WNC,38.272517,127.209978,4237567.298,343418.2285,2,0,F
244,WNC,38.272956,127.217805,4237602.823,344103.9063,2,0,F
245,WNC,38.269643,127.215368,4237239.285,343883.5551,2,0,F
246,WNC,38.276723,127.215141,4238025.311,343878.9102,13,0,N
247,WNC,38.269247,127.211276,4237202.331,343524.7643,13,?,N
248,WNC,38.290977,127.222575,4239594.55,344559.5715,2,0,F
249,WNC,38.282779,127.227741,4238676.176,344994.0203,10,0,N
250,WNC,38.276953,127.301691,4237908.236,351450.401,3,1,F
251,WNC,38.274782,127.300765,4237668.803,351364.9846,3,1,F
252,WNC,38.269795,127.302765,4237112.24,351529.811,3,1,F
253,WNC,38.27076,127.30246,4237219.854,351505.0155,2,0,F
254,WNC,38.270118,127.301912,4237149.411,351455.8156,2,0,F
255,WNC,38.268324,127.299109,4236954.863,351206.9014,2,0,F
256,WNC,38.266744,127.297296,4236782.436,351045.0943,2,0,F
257,WNC,38.264599,127.296951,4236544.969,351010.535,2,0,F
258,WNC,38.261921,127.292986,4236254.219,350658.1117,3,1,F
259,WNC,38.264412,127.295687,4236526.307,350899.5753,4,0,N
260,WNC,38.281055,127.306882,4238355.106,351912.8422,2,0,F
261,WNC,38.279607,127.306709,4238194.728,351894.7506,2,0,F
262,WNC,38.2777,127.309302,4237979.029,352117.687,2,0,F
263,WNC,38.275527,127.311245,4237734.705,352283.2615,15,0,N
264,WNC,38.276921,127.311418,4237889.118,352301.2321,4,2,F
265,WNC,38.307283,127.375553,4241157.874,357970.6453,3,1,F
266,WNC,38.304324,127.371053,4240836.408,357571.3592,3,1,F
267,WNC,38.292921,127.349449,4239604.578,355659.6551,3,1,F
268,WNC,38.290122,127.35287,4239288.626,355953.2999,3,1,F
269,WNC,38.289664,127.361099,4239225.05,356672.0871,4,2,F
270,WNC,38.289664,127.361099,4239225.05,356672.0871,4,2,F
271,WNC,38.290747,127.372971,4239326.827,357712.528,3,0,N
272,WNC,38.291622,127.355661,4239450.703,356200.3613,3,1,F
273,WNC,38.291146,127.356433,4239396.744,356266.9131,3,1,F
274,WNC,38.298666,127.37689,4240199.573,358070.7025,4,2,F
275,WNC,38.306636,127.374186,4241088.176,357849.8142,2,0,F
276,WNC,38.30545,127.370768,4240961.825,357548.6704,4,2,F
277,WNC,38.306809,127.371131,4241112.097,357583.0076,11,0,N
278,WNC,38.275768,127.355453,4237691.782,356150.8835,2,0,F
279,WNC,38.275393,127.354188,4237652.143,356039.5041,2,0,F
280,WNC,38.310579,127.397469,4241490.178,359893.2822,3,1,F
281,WNC,38.306569,127.39746,4241045.171,359884.7084,3,1,F
282,WNC,38.30414,127.39323,4240782.023,359510.1831,2,0,F
283,WNC,38.30558,127.397621,4240935.167,359896.8877,4,2,F
284,WNC,38.234192,127.254062,4233240.789,347194.4946,2,0,F
285,WNC,38.236347,127.254853,4233478.516,347268.2316,2,0,F
286,WNC,38.233574,127.2513,4233176.751,346951.4555,4,2,F
287,WNC,38.23582,127.252288,4233424.351,347042.6591,3,1,F
288,WNC,38.23582,127.252288,4233424.351,347042.6591,3,1,F
289,WNC,38.235006,127.253964,4233331.218,347187.632,3,1,F
290,WNC,38.257308,127.275914,4235770.016,349154.9462,2,0,F
291,WNC,38.252608,127.252278,4235287.291,347076.9577,2,0,F
292,WNC,38.245027,127.252013,4234446.469,347037.8154,2,0,F
293,WNC,38.246286,127.254472,4234582.092,347255.7195,4,2,F
294,WNC,38.253617,127.264625,4235378.893,348159.451,3,1,F
295,WNC,38.253275,127.259422,4235349.467,347703.4778,5,0,N
296,WNC,38.209205,127.262567,4230453.945,347886.8573,4,2,F
