No,TYPE,LAT,LONG_,Y_PROJ,X_PROJ,IND,Juv,F
284,WNC,38.262217,127.189217,4236459.812,341579.6985,9,1,N
245,WNC,38.292719,127.234158,4239768.553,345576.421,10,1,N
461,WNC,38.270185,127.300023,4237159.963,351290.7359,13,0,N
265,WNC,38.269723,127.200968,4237272.682,342624.0598,14,0,N
267,WNC,38.283723,127.193968,4238838.194,342041.9351,14,0,N
405,WNC,38.296526,127.363593,4239982.716,356903.7416,14,0,N
237,WNC,38.26074,127.257766,4236180.729,347574.2138,15,0,N
246,WNC,38.290341,127.252725,4239473.856,347195.2433,15,1,N
408,WNC,38.28949,127.323662,4239264.51,353397.5987,15,1,N
283,WNC,38.269448,127.186309,4237267.214,341341.0177,16,0,N
263,WNC,38.269702,127.223936,4237231.445,344633.288,17,0,N
268,WNC,38.284107,127.194543,4238879.749,342093.0884,17,0,N
286,WNC,38.241933,127.177318,4234229.36,340494.2621,17,0,N
282,WNC,38.2744,127.184872,4237819.227,341226.0348,18,0,N
241,WNC,38.302407,127.231264,4240848.451,345343.8279,18,1,N
285,WNC,38.247373,127.184312,4234820.944,341118.2159,21,1,N
406,WNC,38.297967,127.356563,4240153.51,356291.8648,26,0,N
243,WNC,38.295224,127.233184,4240048.134,345496.5243,26,5,N
242,WNC,38.301885,127.231517,4240790.115,345364.8738,27,1,N
277,WNC,38.266819,127.115726,4237098.918,335160.0079,28,0,N
264,WNC,38.268591,127.206509,4237137.644,343106.3741,52,0,N
236,WNC,38.25912,127.25541,4236004.801,347364.7036,67,2,N
256,WNC,38.274796,127.249585,4237754.017,346887.9614,93,0,N
